bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-05,Empresa 12924,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12925,5.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 1455,77.85,202110,2023-05,2021-10,já cadastrado,True,False
2023-05,Empresa 6617,100.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 12928,5.0,201907,2023-05,2019-07,já cadastrado,True,False
2023-05,Empresa 4720,100.0,202010,2023-05,2020-10,já cadastrado,True,False
2023-05,Empresa 12929,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 12930,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12931,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3151,83.19,202104,2023-05,2021-04,já cadastrado,True,False
2023-05,Empresa 12932,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3071,100.0,202009,2023-05,2020-09,já cadastrado,True,False
2023-05,Empresa 12933,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12934,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12935,5.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 1495,100.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 12936,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3799,5.0,202009,2023-05,2020-09,já cadastrado,True,False
2023-05,Empresa 12937,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12938,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5454,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 3776,100.0,202009,2023-05,2020-09,já cadastrado,True,False
2023-05,Empresa 12939,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12940,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12941,5.0,202008,2023-05,2020-08,já cadastrado,True,False
2023-05,Empresa 12942,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12943,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12944,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12945,5.0,202008,2023-05,2020-08,já cadastrado,True,False
2023-05,Empresa 12946,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12947,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 711,100.0,202305,2023-05,2023-05,já cadastrado,True,False
2023-05,Empresa 5313,100.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 12948,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5701,100.0,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 12949,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12950,5.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 12951,5.0,202209,2023-05,2022-09,já cadastrado,True,False
2023-05,Empresa 12952,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2500,42.53,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 12953,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12954,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12955,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12956,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12957,5.0,202004,2023-05,2020-04,já cadastrado,True,False
2023-05,Empresa 12958,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12959,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 12960,5.0,202005,2023-05,2020-05,já cadastrado,True,False
2023-05,Empresa 12961,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 590,100.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 12962,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12963,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12964,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12965,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12966,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12967,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 993,5.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 12968,5.0,202004,2023-05,2020-04,já cadastrado,True,False
2023-05,Empresa 12969,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12970,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12972,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2387,100.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 12973,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12974,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12975,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12979,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12980,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12982,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2913,5.0,202209,2023-05,2022-09,já cadastrado,True,False
2023-05,Empresa 3433,100.0,202005,2023-05,2020-05,já cadastrado,True,False
2023-05,Empresa 1709,100.0,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 6471,100.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 4891,100.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 12984,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3360,98.14,202001,2023-05,2020-01,já cadastrado,True,False
2023-05,Empresa 2580,100.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 12986,5.0,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 4874,100.0,202102,2023-05,2021-02,já cadastrado,True,False
2023-05,Empresa 2662,100.0,202109,2023-05,2021-09,já cadastrado,True,False
2023-05,Empresa 12988,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12989,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3105,95.17,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 12990,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5933,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 2933,58.88,202303,2023-05,2023-03,já cadastrado,True,False
2023-05,Empresa 12991,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12992,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1139,5.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 12993,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5750,5.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 12994,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12995,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4037,5.0,202008,2023-05,2020-08,já cadastrado,True,False
2023-05,Empresa 12996,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5364,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 997,100.0,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 12997,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 12998,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1098,100.0,202108,2023-05,2021-08,já cadastrado,True,False
2023-05,Empresa 12999,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6087,5.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 13000,5.0,202112,2023-05,2021-12,já cadastrado,True,False
2023-05,Empresa 13001,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13002,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13003,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13004,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 13005,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5792,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 13006,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13007,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1192,5.0,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 13008,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 4546,100.0,202201,2023-05,2022-01,já cadastrado,True,False
2023-05,Empresa 13009,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13010,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13011,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13012,5.0,202210,2023-05,2022-10,já cadastrado,True,False
2023-05,Empresa 13013,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13014,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13015,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13016,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13017,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5426,100.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 13018,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13019,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13020,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6603,100.0,202003,2023-05,2020-03,já cadastrado,True,False
2023-05,Empresa 13021,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 13022,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13023,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13024,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13025,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13026,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13029,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 45,96.15,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 3571,99.53,202007,2023-05,2020-07,já cadastrado,True,False
2023-05,Empresa 13030,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13031,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1611,100.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 13032,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13033,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13035,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13038,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13039,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13041,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13042,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13046,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13047,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13048,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13049,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 7240,12.29,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 3120,93.38,201912,2023-05,2019-12,já cadastrado,True,False
2023-05,Empresa 1983,100.0,202004,2023-05,2020-04,já cadastrado,True,False
2023-05,Empresa 3224,30.92,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 13050,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13051,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13052,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13053,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1010,100.0,202202,2023-05,2022-02,já cadastrado,True,False
2023-05,Empresa 3883,100.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 13054,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3902,66.9,202204,2023-05,2022-04,já cadastrado,True,False
2023-05,Empresa 2506,100.0,202209,2023-05,2022-09,já cadastrado,True,False
2023-05,Empresa 13055,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13056,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13057,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13058,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5386,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 13059,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 604,5.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 13060,5.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 13061,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13062,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13063,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13064,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13065,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1324,66.93,202103,2023-05,2021-03,já cadastrado,True,False
2023-05,Empresa 13066,5.0,202101,2023-05,2021-01,já cadastrado,True,False
2023-05,Empresa 13067,5.0,202207,2023-05,2022-07,já cadastrado,True,False
2023-05,Empresa 4571,100.0,202201,2023-05,2022-01,já cadastrado,True,False
2023-05,Empresa 7328,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 13068,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13069,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13070,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13071,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5670,44.49,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 13072,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13073,5.0,202105,2023-05,2021-05,já cadastrado,True,False
2023-05,Empresa 13074,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1041,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 13075,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13076,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13077,5.0,201912,2023-05,2019-12,já cadastrado,True,False
2023-05,Empresa 13078,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13079,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13080,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13081,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13082,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13083,5.0,202205,2023-05,2022-05,já cadastrado,True,False
2023-05,Empresa 13084,5.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 13085,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13086,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13087,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13088,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13089,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13090,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13091,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13092,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13093,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13094,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13095,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13096,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13097,5.0,202003,2023-05,2020-03,já cadastrado,True,False
2023-05,Empresa 13098,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13099,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13100,5.0,202104,2023-05,2021-04,já cadastrado,True,False
2023-05,Empresa 13101,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 119,12.86,202206,2023-05,2022-06,já cadastrado,True,False
2023-05,Empresa 147,87.62,202106,2023-05,2021-06,já cadastrado,True,False
2023-05,Empresa 13107,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13108,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5370,100.0,202011,2023-05,2020-11,já cadastrado,True,False
2023-05,Empresa 189,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 135,5.0,202111,2023-05,2021-11,já cadastrado,True,False
2023-05,Empresa 13112,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13113,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13115,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13116,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1703,5.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 13117,5.0,202108,2023-05,2021-08,já cadastrado,True,False
2023-05,Empresa 13119,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1777,100.0,202305,2023-05,2023-05,já cadastrado,True,False
2023-05,Empresa 13121,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 187,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 13123,5.0,202106,2023-05,2021-06,já cadastrado,True,False
2023-05,Empresa 13125,5.0,202103,2023-05,2021-03,já cadastrado,True,False
2023-05,Empresa 13126,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3203,5.0,202201,2023-05,2022-01,já cadastrado,True,False
2023-05,Empresa 13127,5.0,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 980,100.0,202202,2023-05,2022-02,já cadastrado,True,False
2023-05,Empresa 6022,100.0,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 13128,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13129,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3767,92.29,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 13130,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 1109,100.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 13131,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13132,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 6758,100.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 13133,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13134,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2160,31.44,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 13135,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13136,5.0,202103,2023-05,2021-03,já cadastrado,True,False
2023-05,Empresa 13137,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13138,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 3782,5.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 1020,100.0,202203,2023-05,2022-03,já cadastrado,True,False
2023-05,Empresa 13139,5.0,202110,2023-05,2021-10,já cadastrado,True,False
2023-05,Empresa 13140,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13141,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13142,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13143,5.0,202303,2023-05,2023-03,já cadastrado,True,False
2023-05,Empresa 13144,5.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 1419,5.0,202010,2023-05,2020-10,já cadastrado,True,False
2023-05,Empresa 13145,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13146,5.0,202304,2023-05,2023-04,já cadastrado,True,False
2023-05,Empresa 6527,5.0,202211,2023-05,2022-11,já cadastrado,True,False
2023-05,Empresa 13147,5.0,202002,2023-05,2020-02,já cadastrado,True,False
2023-05,Empresa 13148,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5553,100.0,202107,2023-05,2021-07,já cadastrado,True,False
2023-05,Empresa 13149,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 5489,59.8,202012,2023-05,2020-12,já cadastrado,True,False
2023-05,Empresa 7167,5.0,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 13150,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13151,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 566,100.0,202212,2023-05,2022-12,já cadastrado,True,False
2023-05,Empresa 13152,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13153,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13154,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13155,5.0,202301,2023-05,2023-01,já cadastrado,True,False
2023-05,Empresa 13156,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13157,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 13158,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 2575,100.0,202106,2023-05,2021-06,já cadastrado,True,False
2023-05,Empresa 56,100.0,202302,2023-05,2023-02,já cadastrado,True,False
2023-05,Empresa 1593,100.0,202104,2023-05,2021-04,já cadastrado,True,False
2023-05,Empresa 13162,0.0,Não,2023-05,,sem cadastro,False,False
2023-05,Empresa 121,55.64,202106,2023-05,2021-06,já cadastrado,True,False
